Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company206,Success,2009,5,56,Data Collection for Web Scale IT,Enterprise Software|Software Development,technology,Javelin Venture Partners|FirstMark Capital|First Round Capital|Safeguard Scientifics,27,8,yes,4/1/2009,12/6/2012,8700000,United States,North America,2,0,2,3,4,24,Yes,2,high,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18,COMMUNICTIONS,Yes,Yes,Tier_2,500,High,0,1,1,None,400,Many,18,Low,Medium,No,No,Low,Average,No,No,No,Yes,No,Yes,No Info,427794,No,No,No,2,Medium,6,6,8.7,Not Applicable,9,12,,,5.555555556,2.777777778,58.33333333,0,5.555555556,0,16.66666667,2.777777778,2.777777778,2.777777778,0,0,0,2.777777778,9
Company207,Success,2010,4,281,,Energy,operations,Khosla Ventures,15,0,yes,1/1/2010,7/24/2013,5000000,United States,North America,0,0,2,4,3,15,No,1,low,Yes,Large,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2C,Low,High,Yes,Medium,Bachelors,18,COMPUTERS,Yes,Yes,None,500,High,0,1,1,Medium,116,Many,14,Medium,Medium,No,No,Low,Very Good,No,Yes,No,Yes,No,Yes,No Info,533971,Yes,No,No,3,Low,3,5,5,Not Applicable,18,10,Slope,2 to 5,3.125,0,15.625,3.125,3.125,0,6.25,3.125,3.125,12.5,0,0,0,0,8
Company208,Success,2007,7,331,patented social media analysis,Analytics,Social media analytics,Charles F. Dolan|Golden Seeds|Springboard Enterprises,83,-3,yes,8/1/2007,9/28/2012,5089656,United States,North America,0,0,1,1,7,85,No,0,high,Yes,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,No,Online,B2B,Medium,High,Yes,Medium,PhD,25,COMPUTERS,Yes,Yes,Both,500,High,1,1,1,Medium,200,Many,20,Low,Low,Yes,No,Low,Average,No,No,No,No,No,No,No Info,58457,Yes,No,No,2,High,2,14.16,5.089656,Yes,18,12,Trigger,5 to 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Company209,Success,2011,3,194,,CleanTech|Analytics|Real Estate|Energy,Operations,Battery Ventures|Nth Power|RockPort Capital Partners|Vast Ventures|E.ON,41,-2,Yes,9/1/2011,12/10/2013,8500000,United States,North America,0,2,2,2,4,48,Yes,4,medium,Yes,Medium,No,No,No,No,Service,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Linear,No,None,No,No,Yes,No,No,Yes,Yes,No,No,No,Offline,B2C,Low,High,Yes,Low,Masters,21,MGMT,Yes,Yes,None,500,High,1,1,1,None,1,None,42,Medium,Low,No,No,Low,Bad,Yes,No,No,No,No,No,No Info,No Info,No,No,Yes,2,Low,2,24,8.5,Not Applicable,12,10,,,8.496732026,5.882352941,17.32026144,5.555555556,2.777777778,2.941176471,19.44444444,2.777777778,2.777777778,29.24836601,0,0,0,2.777777778,3
Company210,Success,2007,7,5,IT Operations Analytics,Security|Cloud Computing,Operations,Miramar Venture Partners|US Venture Partners|ATA Ventures,53,0,Yes,1/1/2007,5/1/2012,18000000,United States,North America,0,2,1,0,5,80,No,0,medium,Yes,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,PhD,25,electrical,Yes,Yes,Both,500,High,1,1,1,Medium,187,Many,17,Low,Low,No,No,Medium,Very Good,Yes,No,No,No,No,No,Low,889950,No,No,No,2,Medium,3,13.3,18,Yes,60,40,Peak,2 to 5,0,2.777777778,25,2.777777778,2.777777778,0,8.333333333,2.777777778,0,5.555555556,0,0,0,0,2
Company211,Success,2011,3,109,Big data/analytics for energy use,CleanTech|Energy,operations,Foundation Capital|Voyager Capital|Stanford University|E.ON,31,3,yes,1/1/2011,1/27/2014,12750000,United States,North America,0,3,1,0,6,50,Yes,2,medium,Yes,Small,Yes,Yes,No,No,Product,No,Private,Yes,Structured,Yes,Platform,local,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,PhD,25,electrical,Yes,Yes,Both,500,High,1,1,1,Medium,400,Many,37,Medium,Low,No,No,Low,Bad,Yes,Yes,Yes,No,No,No,Low,6773962,Yes,No,No,3,High,3,25,12.75,Not Applicable,18,13,,,11.11111111,0,11.11111111,5.555555556,5.555555556,5.555555556,16.66666667,5.555555556,5.555555556,27.77777778,0,0,0,5.555555556,9
Company212,Success,2000,14,194,In-store Customer Analytics,,strategy,Mohr Davidow Ventures|RBC Venture Partners|Columbia Capital|Relay Ventures|Eastward Capital Partners,58,0,yes,1/1/2000,10/5/2012,4000000,United States,North America,0,5,0,0,8,40,No,0,medium,Yes,Large,No,No,No,Yes,Service,Yes,Private,Yes,Unstructured,Yes,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,Yes,No,No,No,No,Offline,B2B,Low,High,Yes,Low,Bachelors,18,TECH,Yes,Yes,None,146,Medium,1,0,1,Medium,264,Many,41,Low,Medium,Yes,No,Medium,Average,Yes,Yes,Yes,No,No,Yes,Low,1147953,Yes,No,Yes,2,High,6,3.07,4,Yes,84,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company213,Success,2009,5,61,,E-Commerce,technology,ZIG Capital|JCB Investments|Moore Venture Partners|La Jolla Holding|TomorrowVentures|venture capitals,23,0,No,6/1/2009,6/26/2013,4000000,United States,North America,0,1,1,0,4,10,No,0,high,No,Small,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Medium,High,Yes,Low,Masters,21,MGMT,Yes,No,None,500,High,1,0,0,None,408,None,22,Low,High,No,No,Low,Bad,Yes,Yes,No,No,No,Yes,Low,1676454,Yes,Yes,No,3,Medium,1,2.5,4,Not Applicable,24,1,,,14.28571429,0,4.761904762,33.33333333,9.523809524,4.761904762,19.04761905,0,0,4.761904762,0,0,4.761904762,4.761904762,2
Company214,Success,2008,6,464,Real-Time Performance Monitoring,Analytics,marketing,Mehdi Daoudi|Battery Ventures,43,0,yes,9/15/2008,12/10/2013,6000001,United States,North America,0,1,4,2,7,50,Yes,2,high,Yes,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,Few,No,No,No,No,No,Yes,No,Yes,No,No,Offline,B2B,Low,Medium,Yes,Low,Masters,21,INTERNATIONAL TRADE,Yes,Yes,Both,500,High,1,1,1,Medium,400,Many,23,Medium,Low,No,No,Low,Average,No,No,Yes,No,No,Yes,No Info,141868,Yes,Yes,No,3,High,2,10,6.000001,Yes,17,9,Trigger,5 to 10,5.263157895,10.52631579,42.10526316,15.78947368,0,10.52631579,10.52631579,0,0,5.263157895,0,0,0,0,5
Company216,Success,2012,2,98,,E-Commerce|Enterprise Software|Analytics,"marketing, strategy",BOLDstart Ventures,9,0,yes,9/15/2012,7/10/2013,795000,United States,North America,0,1,2,1,2,9,No,0,low,Yes,Small,Yes,Yes,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18,FINANCE,No,No,Both,500,Medium,1,0,0,None,0,Many,10,Medium,Medium,No,Yes,Low,Bad,No,No,Yes,No,No,No,No Info,410491,No,No,No,2,Low,3,9,0.795,Not Applicable,15,1,Trough,2 to 5,16.66666667,0,11.11111111,0,11.11111111,0,27.77777778,0,22.22222222,11.11111111,0,0,0,0,0
Company219,Success,2000,14,170,Customer Intelligence Solutions,Analytics,Marketing,Oak Investment Partners|Diamondhead Ventures|Ampersand Capital Partners,172,1,yes,1/1/2000,12/22/2013,11778004,United States,North America,0,4,0,0,5,173,Yes,3,low,No,Medium,Yes,Yes,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,No,None,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18,MATHS,Yes,Yes,None,500,Medium,0,0,0,None,368,None,10,Low,High,No,No,Low,Bad,Yes,No,Yes,No,No,Yes,Low,443595,Yes,No,No,3,High,2,13.3,11.778004,Yes,72,27,Peak,5 to 10,12.5,12.5,25,12.5,25,12.5,0,0,0,0,0,0,0,0,0
Company223,Success,2007,7,36,Video Monetization Platform,Entertainment,Operations,,1,,No,6/4/2007,2/1/2008,500000,United States,North America,0,1,0,0,3,5,No,0,low,Yes,Small,No,No,No,No,Product,Yes,Private,No,Unstructured,Yes,Cloud,Local,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,Yes,Online,B2B,Low,High,Yes,Low,Bachelors,18,CSE,Yes,Yes,None,500,Medium,0,1,1,Medium,116,Many,18,Medium,High,No,No,Low,Very Good,No,No,No,No,No,No,No Info,No Info,Yes,No,No,2,Medium,1,0.8,0.5,Yes,15,10,Plateau,0 to 2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Company224,Failed,2009,5,12,Making Cities Easier to Love,,Operations,Neoteny Labs|500 Startups|Chamath Palihapitiya|Allen Morgan|Ted Rheingold|TechStars|Social Starts,,,No,7/1/2009,2/5/2012,800000,United States,North America,1,6,2,0,3,7,Yes,0,high,No,Small,Yes,Yes,No,Yes,Product,Yes,Private,Yes,Unstructured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2C,Low,Low,Yes,Low,Bachelors,18,COMPUTERS,Yes,Yes,Both,141,Low,0,0,0,None,0,None,12,Medium,High,Yes,Yes,Medium,Average,Yes,Yes,Yes,No,No,Yes,Low,9439938,No,No,No,4,Low,2,1.75,0.8,Not Applicable,30,20,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Company225,Failed,2009,5,-16,We enable people to DJ online,Music,Operations,John Gerstenlauer|TechStars,1,0,No,8/1/2009,3/1/2010,18000,United States,North America,2,0,0,1,2,4,Yes,0,medium,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,None,No,No,Yes,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Low,No Info,No Info,,No Info,Yes,No Info,380,High,0,0,0,None,0,None,10,Low,High,No,Yes,Low,Average,Yes,Yes,No,No,No,No,No Info,No Info,Yes,No,No,3,Medium,2,1,0.018,Not Applicable,12,12,,,0,0,77.77777778,0,0,0,0,0,0,22.22222222,0,0,0,0,1
Company226,Success,2010,4,-29,Business Intelligence and Analytics,Analytics|E-Commerce,sales,Lightspeed Venture Partners|Kleiner Perkins Caufield & Byers,10,-17,No,7/1/2010,5/17/2013,11000000,United States,North America,0,0,2,3,4,10,Yes,1,low,Yes,Small,No,No,No,Yes,Product,Yes,Private,Yes,Structured,Yes,Cloud,Local,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,engg,Yes,Yes,Tier_1,500,Medium,0,1,0,High,233,Few,38,Low,Low,No,Yes,Low,Bad,Yes,No,Yes,Yes,No,No,Low,No Info,Yes,No,No,3,Medium,2,3.3,11,Not Applicable,8,6,Trigger,2 to 5,6.25,0,18.75,0,0,6.25,6.25,0,6.25,6.25,0,0,0,0,1
Company227,Failed,2008,6,0,Golf improvement analytics,Mobile,Operations,Maine Technology Institute|Libra Future Fund|TechStars,10,-100,No,8/1/2008,12/4/2009,150000,United States,North America,7,1,2,1,2,6,Yes,3,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,None,No,No,Yes,No,No,Yes,No,No,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18,economics,Yes,Yes,None,500,Medium,0,0,0,None,86,None,10,Low,Medium,No,No,Low,Average,No,Yes,No,Yes,No,Yes,No Info,898999,No,No,Yes,2,Medium,3,1.2,0.15,No,12,14,Plateau,0 to 2,0,6.666666667,86.66666667,0,0,0,6.666666667,0,0,0,0,0,0,0,1
Company228,Failed,2005,9,-133,,Finance,Operations,O'Reilly AlphaTech Ventures|Union Square Ventures,30,-100,No,12/1/2005,6/1/2007,4000000,United States,North America,1,0,1,3,2,20,No,1,medium,No,Medium,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,Local,Non-Linear,No,None,No,No,No,Yes,No,Yes,No,No,No,Yes,Online,B2B,Medium,Low,No,Medium,Bachelors,18,media,No,Yes,Tier_1,222,Low,0,0,0,None,0,None,0,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,No Info,No Info,No,No,No,3,Medium,11,2.5,4,No,20,12,Trigger,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Company230,Success,2012,2,63,"Save Time, Gain Insight, Take Action",Analytics|Enterprise Software,Marketing,ICG Ventures|Middleland Capital|Fortify Ventures,4,,No,1/1/2012,2/26/2013,600000,United States,North America,3,0,2,0,3,6,No,0,low,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No Info,B2B,Low,High,Yes,Medium,Masters,21,law,No,Yes,None,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,3743293,No,Yes,No,4,High,0,6,0.6,Not Applicable,12,12,Trough,2 to 5,16.66666667,0,0,0,11.11111111,5.555555556,27.77777778,0,5.555555556,5.555555556,11.11111111,0,11.11111111,5.555555556,1
Company231,Success,2012,2,1193,Pinterest Analytics and Marketing,Analytics|Marketing,Marketing,i2E|SeedStep Angels group,13,8,No,2/1/2012,11/6/2013,1000000,United States,North America,2,0,2,0,2,15,No,0,high,No,Large,Yes,Yes,Yes,Yes,Service,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,Medium,No,Low,Bachelors,18,"Finance, Management",No,No,Tier_1,500,Low,0,1,1,Low,240,Few,37,Low,Low,Yes,Yes,Low,No Info,No,No,No,No,No,No,High,14785,Yes,Yes,No,2,Low,2,15,1,Not Applicable,20,20,Plateau,2 to 5,16.66666667,5.555555556,0,33.33333333,0,5.555555556,27.77777778,0,5.555555556,5.555555556,0,0,0,0,4
Company232,Success,2011,3,207,time-series database service,Network / Hosting / Infrastructure|Analytics,Database Management,TechStars|Hyde Park Venture Partners|Chicago Ventures|Divergent Ventures|John Ives|Data Collective|Lew Moorman|John Engates|Jason Seats,13,-7,No,11/1/2011,10/9/2013,3200000,United States,North America,6,0,3,2,3,18,Yes,1,high,No,Small,Yes,No,No,No,Both,Yes,Private,Yes,Structured,Yes,Cloud,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,Medium,Medium,No,Low,Bachelors,18,Computer Science,Yes,Yes,None,500,Low,1,1,1,Medium,62,Many,10,Medium,Low,Yes,No,Medium,No Info,Yes,Yes,No,Yes,No,No,High,751103,No,No,Yes,3,Medium,0,9,3.2,Not Applicable,2,7.188888889,Peak,2 to 5,8.333333333,3.703703704,15.74074074,7.407407407,0,3.703703704,12.03703704,15.74074074,0,0,0,0,0,0,1
Company234,Success,2010,4,388,Being in step with your customers,,CRM,Pitango Venture Capital|Gemini Israel Ventures|Canvas Venture Fund|InterWest Partners,36,24,yes,5/1/2010,2/5/2014,15500000,United States,North America,0,0,3,3,6,37,Yes,2,high,No,Small,No,No,No,No,Product,Yes,Private,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Medium,High,Yes,High,Bachelors,18,Computer Science,Yes,Yes,None,500,High,0,1,1,Medium,222,Many,50,High,High,Yes,No,Medium,No Info,Yes,Yes,Yes,Yes,No,No,High,82868,No,No,No,3,Medium,4,12.33,15.5,Not Applicable,1,16.62222222,Trigger,2 to 5,4.074074074,0,33.33333333,8.148148148,1.851851852,3.703703704,37.03703704,4.074074074,5.555555556,2.222222222,0,0,0,0,9
Company235,Success,2008,6,-96,Social Media Management  System (SMMS),E-Commerce|Publishing|Marketing,marketing,Flybridge Capital Partners|Revel Partners,52,2,yes,7/1/2008,3/8/2013,3500000,United States,North America,0,0,5,5,10,55,Yes,2,high,No,Large,No,No,Yes,Yes,Service,Yes,Private,No,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21,MBA,Yes,Yes,None,500,High,0,0,0,High,135,Few,50,High,Medium,Yes,No,Medium,No Info,Yes,Yes,No,Yes,No,No,High,333844,No,No,No,2,High,1,11,3.5,Yes,45,6.433333333,Trigger,5 to 10,5.555555556,0,50,8.333333333,2.777777778,2.777777778,19.44444444,2.777777778,8.333333333,0,0,0,0,0,6
Company238,Success,2012,2,32,,Analytics|Marketing,Marketing,Google Ventures|CommonAngels|500 Startups|Charles River Ventures|Boston Seed Capital|Dharmesh Shah|Waikit Lau|Nick Ducoff|John Simon,12,9,No,,12/3/2012,1200000,United States,North America,0,9,4,0,6,10,No,0,medium,Yes,Medium,Yes,Yes,No,No,Service,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,Low,High,No,High,Masters,21,Computer Science,Yes,Yes,Tier_1,500,High,0,0,1,Medium,225,Many,12,Low,Low,Yes,No,Medium,No Info,No,Yes,No,Yes,No,No,Medium,1559939,Yes,No,Yes,3,Low,0,10,1.2,Not Applicable,1,1,,,20,0,0,30,0,10,20,10,10,0,0,0,0,0,2
Company239,Success,2012,2,40,Big data analytics with ttwick search,E-Commerce|Market Research|Analytics|Deals|Finance,Marketing,Jacob Perkins|Dan Casey,5,0,yes,1/1/2012,5/3/2013,455000,United States,North America,2,0,2,0,2,6,No,0,Nothing,No,Large,No,No,Yes,No,Both,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,No,Medium,Masters,21,MBA,Yes,Yes,None,500,High,0,1,1,Low,68,Many,30,Low,Low,No,No,Low,No Info,No,Yes,No,No,No,No,Medium,8334266,No,No,No,2,Medium,0,6,0.455,Not Applicable,16,16,Peak,2 to 5,0,5.882352941,17.64705882,0,0,35.29411765,0,0,0,0,0,0,41.17647059,0,5
Company240,Success,2011,3,603,data visualization ,Marketing,"Data Visualization, Content Marketing, Presentations",Crosslink Capital|SoftTech VC|500 Startups|Kapor Capital|Giza Venture Capital|Endeavor Partners|Naval Ravikant|Mark Goines|Josh James|Anthemis Group|Ecosystem Ventures|Paige Craig|Streamlined Ventures|Correlation Ventures|Quest Venture Partners,95,3,Yes,1/1/2011,1/14/2014,8100000,United States,North America,0,0,4,8,8,96,Yes,4,high,No,Medium,Yes,Yes,No,No,Service,Yes,Private,No,Structured,Yes,Cloud,Global,Linear,Yes,None,Yes,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,Medium,No,Low,Bachelors,18,Arts,No,No,Tier_2,500,Medium,0,0,1,Low,82,Few,16,High,High,Yes,No,Medium,No Info,No,Yes,No,Yes,No,No,High,2725,Yes,Yes,Yes,4,High,0,48,8.1,Not Applicable,10,9.077777778,Peak,2 to 5,8.465608466,4.603174603,11.37566138,56.4021164,0,6.613756614,0,4.232804233,1.851851852,6.455026455,0,0,0,0,5
Company243,Success,2009,5,73,Open-Source DBMS,Network / Hosting / Infrastructure|Enterprise Software,analytics,Sigma Prime Ventures|Kepha Partners|Sigma Partners,31,7,yes,4/1/2009,3/14/2014,8000000,United States,North America,0,0,2,0,3,36,No,2,high,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Structured,Yes,Platform,global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,economics,Yes,Yes,Tier_2,500,Medium,0,0,0,High,0,Few,25,Medium,Medium,Yes,No,Medium,No Info,No,No,No,No,No,No,Low,434839,No,Yes,No,4,High,3,9,8,Not Applicable,18,14.26666667,Peak,2 to 5,8.660130719,0,20.09803922,5.882352941,5.555555556,2.941176471,25.98039216,2.941176471,22.22222222,2.777777778,0,0,0,2.941176471,7
Company244,Success,2010,4,359,Trust in the Cloud,Security,security,Deutsche Telekom|Andreessen Horowitz|Index Ventures|T-Venture,297,7,yes,10/1/2010,12/5/2012,30000000,United States,North America,4,0,1,1,10,297,No,1,high,No,Large,Yes,Yes,No,Yes,Service,No,Both,No,Unstructured,No,Platform,global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Medium,High,Yes,Medium,Bachelors,18,computer science,Yes,Yes,Tier_1,500,Medium,0,0,0,High,0,None,25,Medium,Medium,Yes,No,Medium,Good,Yes,No,No,Yes,No,No,High,257071,No,Yes,No,3,Medium,0,99,30,Not Applicable,11,7.8,,,11.76470588,0,35.29411765,5.882352941,5.882352941,0,29.41176471,5.882352941,0,0,0,0,0,5.882352941,6
Company265,Success,2005,9,-207,VOIP phone calls to mobile phones,Telecommunications,wireless,Draper Fisher Jurvetson (DFJ)|Mayfield Fund|Draper Richards|Reid Hoffman|August Capital|Mangrove Capital Partners|Lehman Brothers|Pejman Nozad,9,0,No,10/1/2005,6/23/2008,10000000,United States,North America,0,4,2,1,3,9,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,High,High,Yes,Medium,Bachelors,18,computer sc,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,25,Medium,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,255878,No,No,No,3,Medium,4,1.125,10,Yes,23,3.977777778,Trigger,2 to 5,13.82352941,0,18.82352941,13.82352941,8.382352941,5,22.20588235,7.941176471,5,5,0,0,0,0,6
Company269,Success,2005,9,-391,"Organizes the web around people.	",,social network,Sequoia Capital|True Ventures|Draper Fisher Jurvetson (DFJ)|Jafco Ventures|KTB Ventures|Time Warner Investments|Khosla Ventures|JAFCO,16,0,No,2/1/2005,12/20/2010,27500000,United States,North America,1,2,3,0,9,200,Yes,0,Nothing,No,Large,No,No,No,No,Product,Yes,no,No,no,No,none,No Info,No Info,No Info,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,No,Low,Bachelors,18,engg,Yes,Yes,Tier_1,500,Medium,1,1,1,Medium,0,None,24,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,112659,No,Yes,No,3,Medium,7,25,27.5,Yes,9,12.3,Trigger,2 to 5,4.761904762,1.960784314,13.7254902,7.142857143,2.380952381,0,4.761904762,22.40896359,2.380952381,7.142857143,0,0,0,0,5
Company281,Failed,2010,4,0,Free and low cost Internet calling,Mobile|Telecommunications,operation,Sierra Ventures,11,,No,2/1/2010,5/10/2011,1500000,United States,North America,1,0,3,0,4,10,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18,computer sc,Yes,Yes,None,329,Medium,0,0,0,None,0,None,8,Low,Low,No,No,Low,No Info,No,No,Yes,No,No,No,No Info,18372022,No,Yes,No,3,Medium,0,3.3,1.5,Not Applicable,3,3,Slope,2 to 5,11.4379085,0,20.4248366,0,8.333333333,0,28.26797386,5.718954248,5.718954248,14.54248366,0,0,2.777777778,2.777777778,3
Company293,Failed,2011,3,-13,Stunning Interactive Presentations,Mobile|Cloud Computing|Enterprise Software,operation,,1,,No,11/8/2011,1/19/2012,620000,United States,North America,1,0,2,0,2,10,No,0,low,No,Large,No,No,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Medium,No,Low,Bachelors,18,engg,No,No,Tier_1,500,None,0,0,0,None,0,None,12,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,No Info,5516702,No,Yes,No Info,3,Medium,2,5,0.62,Not Applicable,3,3,Slope,2 to 5,9.090909091,4.545454545,4.545454545,0,0,0,22.72727273,4.545454545,0,4.545454545,0,0,0,0,4
